1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
IF-RES-00180114,,Archiving COVID-19 Heritage in Ho Chi Minh City,Banner after the epidemic,Biểu ngữ sau dịch,IF-RES-00180114.jpg,,,Promoting the 5K message at the University of Social Sciences and Humanities.,Cổ động ,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới,Thông Báo,,Việt Nam Chiến Thắng Đại Dịch,,,Hy Vọng,
IF-RES-00180115,,Archiving COVID-19 Heritage in Ho Chi Minh City,5K message,Thông điệp 5K,IF-RES-00180115.jpg,,,5K Message at the University of Social Sciences and Humanities.,Thông điệp 5K tại trường Đại Học Khoa Học Xã Hội và Nhân Văn.,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới,Thông Báo,,,,Nơi Công Cộng,,
IF-RES-00180116,,Archiving COVID-19 Heritage in Ho Chi Minh City,Electronic LED signboard,Bảng hiệu LED điện tử,IF-RES-00180116.jpg,,,"Electronic LED signboard announcing 'Get your Covid-19 vaccine booster on time. Helps maintain immunity, prevents Covid-19 resurgence.'","Bảng hiệu LED điện tử thông báo ""Tiêm nhắc vắc xin phòng Covid-19 đúng lịch. Giúp duy trì miễn dịch, phòng Covid-19 quay trở lại""",Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Tiêm Vaccine;Bình Thường Mới,Thông Báo;Quảng Cáo;Chụp Điện Thoại,,,,Đường Phố;Điểm Tiêm Vaccine,,HoTroTiemVaccine
IF-RES-00180117,,Archiving COVID-19 Heritage in Ho Chi Minh City,Public activity area of a club,Khu sinh hoạt công cộng của một câu lạc bộ,IF-RES-00180117.jpg,,,Safety certification requirement: 'Members of the Iron Ball Club must have a green card and a certificate of having two vaccine doses.',"Yêu cầu chứng nhận an toàn: ""Hội sinh viên Câu lạc bộ Bi sắt vào sinh hoạt phải có thẻ xanh và giấy chứng nhận tiêm hai mũi.""",Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới,Thông Báo,,,,,,
IF-RES-00180118,,Archiving COVID-19 Heritage in Ho Chi Minh City,Children's drawing at Sơn Ca 5 kindergarten,Tranh vẽ của trẻ ở trường mẫu giáo Sơn Ca 5,IF-RES-00180118.jpg,,,Painting depicting the community around kindergarten children working together to prevent covid.,Tranh vẽ cộng đồng xung quanh trẻ mẫu giáo cùng nhau phòng chống covid.,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Trong Dịch;Bình Thường Mới,Hội Hoạ,Biển Hiệu Cổ Động,,,,,
IF-RES-00180119,,Archiving COVID-19 Heritage in Ho Chi Minh City,Sign prohibiting people from entering the store,Bảng cấm người vào cửa hàng,IF-RES-00180119.jpg,,,A sign prohibiting entry into the store and requesting people to wait outside.,Bảng cấm người vào cửa hàng và yêu cầu mọi người đợi bên ngoài,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới;Trong Dịch,Chụp Điện Thoại;Thông Báo,Biển Hiệu Cổ Động,Bình Thường Mới,,Đường Phố,,Giúp Đỡ Cộng Đồng
IF-RES-00180120,,Archiving COVID-19 Heritage in Ho Chi Minh City,Disinfection vehicle in Phú Nhuận District,Xe khử khuẩn tại Quận Phú Nhuận,IF-RES-00180120.jpg,,,A homemade disinfection vehicle.,Một chiếc xe khử khuẩn tự chế,Vietnamese,,Photography,,"Ban CHQS Quận Phú Nhuận, TP.HCM",Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Trong Dịch,Chụp Điện Thoại,Phát Minh;Dụng Cụ Y Tế,Việt Nam Chiến Thắng Đại Dịch,Phong Tỏa,Cơ Quan,Hy Vọng,Tình Nguyện;Giúp Đỡ Cộng Đồng
IF-RES-00180121,,Archiving COVID-19 Heritage in Ho Chi Minh City,A poster congratulating everyone on overcoming the pandemic,Một áp phích chúc mừng mọi người đã vượt qua đại dịch,IF-RES-00180121.jpg,,,"A poster congratulating everyone on overcoming the pandemic. This poster features two people in protective gear with masks, symbolizing the community coming together to overcome the pandemic.",Một áp phích chúc mừng mọi người đã vượt qua đại dịch. Trong áp phích này có hai người trong áo bảo vệ với khẩu trang và nối cộng đồng chung tay vượt qua đại dịch.,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới,Chụp Điện Thoại;Thông Báo;Quảng Cáo,Khẩu Trang;Biển Hiệu Cổ Động,,,Đường Phố,Hy Vọng;Biết Ơn,Giúp Đỡ Cộng Đồng
IF-RES-00180122,,Archiving COVID-19 Heritage in Ho Chi Minh City,Blue zone,Vùng màu xanh,IF-RES-00180122.jpg,,,The green zone is an area with no risk of Covid-19 infection. The banner announces that strangers or non-residents are not allowed in the neighborhood and goods must be disinfected before entering.,Vùng màu xanh là vùng không có khả năng lây nhiễm Covid-19. Băng rôn trong hình ảnh thông báo rằng không được cho người lạ hoặc người không cư trú bên trong khu phố và phải phun khử khuẩn hàng hóa trước khi vào trong khu phố,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới;Trong Dịch,Thông Báo,,Bình Thường Mới,Phong Tỏa,Đường Phố;Nhà,,Giúp Đỡ Cộng Đồng;Cách Ly
IF-RES-00180123,,Archiving COVID-19 Heritage in Ho Chi Minh City,Co.opMart Rạch Miễu,Co.opMart Rạch Miễu,IF-RES-00180123.jpg,,,A suggestion to adhere to covid prevention rules at the supermarket.,Đề nghị tuân thủ quy tắc phòng covid lại siêu thị.,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới,Thông Báo,,5k,,Nơi Công Cộng,,
IF-RES-00180124,,Archiving COVID-19 Heritage in Ho Chi Minh City,Other uses of masks,Công dụng khác của khẩu trang,IF-RES-00180124.jpg,,,Masks used to cover the sharp ends of poles and on bicycle handlebars. This shows the prevalence of mask usage during the pandemic to the extent that they are also beginning to have other uses.,Khẩu trang dùng để che đầu nhọn của sào và trên tay lái xe đạp. Cho thấy mức độ phổ biến của việc sử dụng khẩu trang trong đại dịch đến mức chúng cũng bắt đầu có những công dụng khác.,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Trong Dịch;Bình Thường Mới,Chụp Điện Thoại,Khẩu Trang,Bình Thường Mới,,Nhà;Đường Phố,,
IF-RES-00180125,,Archiving COVID-19 Heritage in Ho Chi Minh City,Volunteer Ngọc Nguyễn,Tình nguyện viên Ngọc Nguyễn,IF-RES-00180125.jpg,,,"I am a young volunteer who received orders from the heart and desire to help people somehow. I have been fighting the epidemic for 3 months. Currently, I am in centralized quarantine. Initially scared, but seeing my teammates out there fighting the epidemic, my spirit and willpower were revived. I have to try to get out and help everyone continue their work. I like to contribute a bit of my youthful energy, it's also a memory for me. I am proud to be a Vietnamese citizen.",Em là một thanh niên tình nguyện nhận được mệnh lệnh từ trái tim và khao khát được hỗ trợ giúp mọi người một phần nào đó. Em đi chống dịch được 3 tháng. Hiện tại em đang bị cách ly tập trung. Khi vô đây rất là sợ nhưng khi nhìn đồng đội mình đang ngoài kia hỗ trợ chống chọi với dịch thì tinh thần ý chí em đã vực dậy là phải cố lên để ra ngoài phụ mọi người tiếp tục thực hiện công việc. Mà mình thích cống hiến một chút sức trẻ thanh xuân của mình nó cũng là một chút kỉ niệm đó với em. Em tự hào là 1 công dân Việt Nam.,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Trong Dịch,Chụp Điện Thoại,,Việt Nam Chiến Thắng Đại Dịch,,,Hy Vọng;Hoảng Sợ,Tình Nguyện
IF-RES-00180126,,Archiving COVID-19 Heritage in Ho Chi Minh City,Very close to normal,Rất gần với bình thường,IF-RES-00180126.jpg,,,A Covid banner is no longer used at an agency.,Một biểu ngữ về Covid đã không còn được dùng tại một cơ quan,Vietnamese,,Photography,,Phường ,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới,Chụp Điện Thoại;Thông Báo,Biển Hiệu Cổ Động,,,Cơ Quan,Hy Vọng,
IF-RES-00180127,,Archiving COVID-19 Heritage in Ho Chi Minh City,Doctor fighting the epidemic wall painting,Tranh tường bác sĩ chống dịch,IF-RES-00180127.jpg,,,"""This is the most impressive photo I have because it shows doctors fighting the COVID-19 pandemic. The photo reminds me of the journey of doctors and volunteers across the country trying their best to fight COVID-19 in quarantine areas, especially during tense times and in big cities like Ho Chi Minh, Dong Nai, Binh Duong, Hanoi were in lockdown. You can see a short film about it, produced by VTV (a national channel). The film reenacts a tiny part of the terrible battle with Covid, you need to be prepared mentally to watch this film.""","""Đây là bức ảnh tôi ấn tượng nhất vì có hình ảnh của các bác sĩ đang thực hiện công tác phòng chống dịch bệnh COVID-19. Bức hình ảnh gợi nhớ cho tôi về hành trình các bác sĩ và các tình nguyện viên khắp cả nước cố gắng hết sức để chiến đấu với COVID-19 trong các khu cách ly, đặc biệt là lúc dịch bệnh diễn ra căng thẳng và các thành phố lớn như Hồ Chí Minh, Đồng Nai, Bình Dương, Hà Nội was lockdown. You can see a short film about it, which was produced by VTV (a national channel). Bộ phim đã tái hiện lại một phần rất nhỏ trong cuộc chiến kinh khủng với Covid, bạn cần chuẩn bị tinh thần khi xem bộ phim này nhé.""",Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới,Hội Hoạ,,,,Nơi Công Cộng,,
IF-RES-00180128,,Archiving COVID-19 Heritage in Ho Chi Minh City,Saigon streets with closed shops,Đường phố Sàigòn với cửa hàng đóng cửa,IF-RES-00180128.jpg,,,Saigon streets with closed shops due to unbearable pressures and significant economic losses.,"Đường phố Sài Gòn với cửa hàng đóng cửa vì không chịu nổi những áp lực, tổn thất lớn về kinh tế.",Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Trong Dịch,Chụp Điện Thoại,,,,Đường Phố,,
IF-RES-00180129,,Archiving COVID-19 Heritage in Ho Chi Minh City,Street banner,Biểu ngữ đường phố,IF-RES-00180129.jpg,,,Street banner: Vietnam safely coexists with the Covid-19 epidemic.,Biểu ngữ đường phố: Việt Nam chung sống an toàn với dịch Covid-19,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới,Thông Báo;Chụp Điện Thoại,Biển Hiệu Cổ Động,Bình Thường Mới;Việt Nam Chiến Thắng Đại Dịch,,,,
IF-RES-00180130,,Archiving COVID-19 Heritage in Ho Chi Minh City,Texas Chicken delivery service,Dịch vụ giao hàng Texas Chicken,IF-RES-00180130.jpg,,,5K message in the delivery service at Texas Chicken.,Thông điệp 5K trong dịch vụ giao hàng tại Texas Chicken,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới,Quảng Cáo,,Bình Thường Mới,,,,
IF-RES-00180131,,Archiving COVID-19 Heritage in Ho Chi Minh City,Elevator,Thang máy,IF-RES-00180131.jpg,,,Rare covid prevention equipment in front of the elevator.,Dụng cụ hiếm phòng covid trước thang máy,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới,Thông Báo,,,,Nơi Công Cộng;Nhà,,
IF-RES-00180132,,Archiving COVID-19 Heritage in Ho Chi Minh City,Has Covid passed yet?,Covid đã qua chưa?,IF-RES-00180132.jpg,,,A Covid-19 prevention poster.,Một tấm áp phic phòng chống Covid-19,Vietnamese,,Photography,,,Viet Nam;Ho Chi Minh City,country;city,"[10.775556, 106.701944]",,,,,,,,,,Rachel Anne Tough,In Copyright (InC),,,,accessible to public,,,,,Bình Thường Mới,Chụp Điện Thoại;Thông Báo,,,,,Hy Vọng,
IF-RES-00230001,,"Ghana’s Analogue Video Film Digitization, Archiving and Repository Project",Osofo Dadzie Documentary,,IF-RES-00230001.mp4,ghfilmarchive,https://ghfilmarchive.com,,,GA_lang;English,,Film & Media,,,Accra;Sekondi-Takoradi;Tamasi,city;city;city,,,,,,,,2022,,,Rebecca Ohene-Asah;George Bosompim,Creative Commons BY-SA,,,Low sensitive,accessible to public,,Rebecca Ohene-Asah;George Bosompim,,contributor,,,,,,,,
IF-RES-00280001,,"Food, Hospitality, and the Micro-cultures of Syria",Syria Recipes and Cultures,,IF-RES-00280001.pdf,,,,,,,Book,,,,,,,,,,,,,,,Aqeel Abdulla,Creative Commons BY-NC-SA,,,Low sensitive,accessible to public,,Aqeel Abdulla,,contributor,,,,,,,,
IF-RES-00340001,,Legacy of Permanent Temporariness,My life to find meaning in Kakuma Camp,,IF-RES-00340001.pdf,,,The story portrays the educational environment of the camp based on his firsthand experience as a teacher and facilitator of learning and shows its connection to a meaningful life.,,English,,Interview;Documents,Camp education;Meaning in Life;Education in emergency,,"Kenya;Turkana;Kakuma 3, Zone 1, Block 1",country;county;address,"[3.750270199238642,34.8419590829206]",,Ethiopian,,,,,21/12/2023,,,Gerawork Teferra Gizaw,Creative Commons BY-NC-SA,,,Highly Sensitive,accessible to public,,Samuel,Gerawork Teferra Gizaw,interviewee,,,,,,,,
IF-RES-00340002,,Legacy of Permanent Temporariness,My Education,,IF-RES-00340002.pdf,,,"The story shows struggle to bring family togther, the value of education, and the unpredictable nature of returning back to home",,English,,Interview;Documents,Education;Hope;Family Separation,,"Kenya;Turkana;Kakuma 1, Zone 2, Block 12",country;county;address,"[3.7456452549349963,34.83749588741648]",,South Sudanese,,,,,24/12/2023,,,Gerawork Teferra Gizaw,Creative Commons BY-NC-SA,,,Highly Sensitive,accessible to public,,Gabriel,Daniel Mabil Boul,interviewee,,,,,,,,
IF-RES-00340003,,Legacy of Permanent Temporariness,My Education,,IF-RES-00340003.pdf,,,The story shows how frequent learning is intrupted for various reasons and ways student thrive to learn and complete.,,English,,Interview;Documents,Education;Place;Familiy,,Kenya;Turkana;Kakobeye Village 1; Neighbourhood 1,country;county;address,"[3.767713400886053, 34.622284566671595]",,South Sudanese,,,,,21/01/2024,,,Gerawork Teferra Gizaw,Creative Commons BY-NC-SA,,,Highly Sensitive,accessible to public,,John,Kwaje Emmanuel,interviewee,,,,,,,,
IF-RES-00340004,,Legacy of Permanent Temporariness,My Second home,,IF-RES-00340004.pdf,,,"The story informs the camp life struggle to meet basic needs and learn at the same time, the power of perseverence, and becoming wholstic to make life better.",,English,,Interview;Documents,Education;Life Challenges,,"Kenya;Turkana;Kakuma 4, Zone 3, Block 2",country;county;address,"[3.757293216007591,34.814149941702624]",,South Sudanese,,,,,21/01/2024,,,Gerawork Teferra Gizaw,Creative Commons BY-NC-SA,,,Highly Sensitive,accessible to public,,Jany,Gattuak Riek,interviewee,,,,,,,,
IF-RES-00340005,,Legacy of Permanent Temporariness,My Education Journey in Kakuma,,IF-RES-00340005.pdf,,,"The story narrates the aspiration of a student to be the firs tin class, but languge becomes an obstacle, solving that was also not enough. According to the narration other life challenges like health, school fees and close support matters a lot.",,English,,Interview;Documents,Education;Language;Health,,"Kenya;Turkana;Kakuma 1, Zone 2, Block 12",country;county;address,"[3.7450824243392775,34.83741980562824]",,South Sudanese,,,,,21/01/2024,,,Gerawork Teferra Gizaw,Creative Commons BY-NC-SA,,,Highly Sensitive,accessible to public,,Daud,Akot,interviewee,,,,,,,,
IF-RES-00340006,,Legacy of Permanent Temporariness,Food Shortage,,IF-RES-00340006.pdf,,,"The story tells how the food relief services look like over the years, its impacts on health especially for minors and peoples' struggle to have alternative means.",,English,,Interview;Documents,Food Shortage;Relief history,,"Kenya;Turkana;Kakuma 1, Zone 2, Block 12",country;county;address,"[3.7450824243392775,34.83741980562824]",,South Sudanese,,,,,21/01/2024,,,Gerawork Teferra Gizaw,Creative Commons BY-NC-SA,,,Highly Sensitive,accessible to public,,Chikulisa,Galwech Gal,interviewee,,,,,,,,
IF-RES-00670001,,"Vernacular Songs as Archives and Modes of Social Redress in Jamestown, Accra",Procession of Kolomashie performers,,IF-RES-00670001.jpg,,,Shows a procession of kolomashie performers during the funeral rites of a master drummer,,,,Photography,Memorialisation;Community;Social cohesion;Procession,,Ghana;Accra;Jamestown,country;city;address,"[5.5359685821074,-0.21128927386745]",,Ga Mashie,Music and singing,Performance troupes,Photography,DSLR camera,12/02/2021,,,Jacob Nii Marley;LDRC,Creative Commons BY-NC-ND,,,Moderately sensitive,accessible to public,,Jacob Nii Marley,,contributor,,,,,,,,
IF-RES-00670002,,"Vernacular Songs as Archives and Modes of Social Redress in Jamestown, Accra",Kolomashie music and dance performance,,IF-RES-00670002.mp4,,,Shows a procession of kolomashie performers during the funeral rites of a master drummer,,GA_lang,,Film & Media,Memorialisation;Community;Social cohesion;Procession;Dances,,Ghana;Accra;Jamestown,country;city;address,"[5.5359685821074,-0.21128927386745]",,Ga Mashie,Music and singing,Performance troupes,Videography,Camcorder;Microphone,12/02/2021,,,Jacob Nii Marley;LDRC,Creative Commons BY-NC-ND,,,Moderately sensitive,accessible to public,,Jacob Nii Marley,,contributor,,,,,,,,
IF-RES-00670003,,"Vernacular Songs as Archives and Modes of Social Redress in Jamestown, Accra",Vernacular Songs as Archives and Modes of Social Redress - IF Ghana Gathering 2023 PowerPoint Presentation,,IF-RES-00670003.pdf,,,PowerPoint presentation on songs as modes of social redress,,English,GA_lang,Documents,Co-creation;Community;Social cohesion;Procession,,Ghana;Accra,country;city,"[5.614818,-0.205874]",,Ga Mashie,,,,,,,,Kodzo Gavua;Jacob Nii Marley;David Tei-Mensah Adjartey,Creative Commons BY-NC-ND,,,Moderately sensitive,accessible to public,,Jacob Nii Marley,,contributor,,,,,,,,
IF-RES-00670004,,"Vernacular Songs as Archives and Modes of Social Redress in Jamestown, Accra",Terracotta Rider,,IF-RES-00670004,Sketchfab,https://sketchfab.com/3d-models/komaland-terracotta-rider-aa7dc4ead3a7410786157d16a9806925,3D model of a Komaland terracotta figurine produced using photogrammetry ,,,,3D Object,Forgotten;Koma;Terracotta,,Ghana,country,,,,"Drawing, painting and crafting",,Photogrammetry,"DSLR camera, strobe light and modifier",,,,Jacob Nii Marley;LDRC,Creative Commons BY-NC-ND,,,Moderately sensitive,accessible to public,,Jacob Nii Marley,,contributor,,,,,,,,
IF-RES-0071.1.0001,,Archiving the cultural performances/dances and food culture in Kakuma Camp,Musicians playing drums,,IF-RES-0071a0001.jpg,,,,,,,Photography,Photography,Address info is only for testing,Kenya;Turkana;Kakuma Camp 1,country;region;address,,,,,,,,2013,,,Aman Garang Wel,Creative Commons BY-NC-SA,,,,accessible to public,,Aman Garang Wel,,contributor,,,,,,,,
IF-RES-0071.1.0002,,Archiving the cultural performances/dances and food culture in Kakuma Camp,Food making,,IF-RES-0071a0002.mp4,,,,,,,Film & Media,Foods,Address info is only for testing,Kenya;Turkana;Kakuma Camp 1,country;region;address,,,,,,,,2013-05,,,Aman Garang Wel,Creative Commons BY-NC-SA,,,,accessible to public,,Aman Garang Wel,,contributor,,,,,,,,
IF-RES-0071.1.0003,,Archiving the cultural performances/dances and food culture in Kakuma Camp,Interview with dancers,,IF-RES-0071a0003.mp4,,,,,,,Film & Media;Interview,Interviews,Address info is only for testing,"Kenya;Turkana;Kakuma Camp 1, Barrens",country;region;address,,,,,,,,2005,,,Aman Garang Wel,Creative Commons BY-NC-SA,,,,accessible to public,,Aman Garang Wel,,contributor,,,,,,,,
IF-RES-0071.1.0004,,Archiving the cultural performances/dances and food culture in Kakuma Camp,Drums playing for dancers,,IF-RES-0071a0004.mp4,,,,,,,Film & Media,Dances,Address info is only for testing,"Kenya;Turkana;Kakuma Camp 1, Barrens",country;region;address,,,,Music and singing,,,,,,,Aman Garang Wel,Creative Commons BY-NC-SA,,,,accessible to public,,Aman Garang Wel,,contributor,,,,,,,,
IF-RES-0071.2.0001,,Archiving the architecture of buildings and housing in Kakuma Refugee Camp and Kalobeyei settlement areas,A mosque in Kakuma,,IF-RES-0071b0001.jpg,,,"Constructed in the year 2013, it would be slightly hard to tell the functionality of this structure by a mere look. However, a close look at the far end of the top right corner of the roof you notice a loudspeaker, an obvious sight of a Mosque in Kakuma which is used to call the muslim for prayers. The construction of this mosque was funded by the Turkish government for the minority group of Congolese and Burundian Muslims in Kakuma Camp. The walls, clearly cracked due to splash of rain water, are made of mud bricks, a common building material in Kakuma because of its easy availabilty. The beautiful white and green colors painted on the walls are said to be of a significance to the Muslim faith  with the white color refecting the hot sun rays and the green symbolizing unity in islamic faith.",,,,Photography,Mosque;Religion;Architecture,Address info is only for testing,Kenya;Turkana;Kakuma Camp 1,country;region;address,,,,,,,,2013,,,Shukri Mohamed Ibrahim,Creative Commons BY-NC-SA,,,,accessible to public,,Shukri Mohamed Ibrahim,,contributor,,,,,,,,
IF-RES-0071.2.0002,,Archiving the architecture of buildings and housing in Kakuma Refugee Camp and Kalobeyei settlement areas,Madarasa,,IF-RES-0071b0002a.jpg;IF-RES-0071b0002b.jpg;IF-RES-0071b0002c.jpg,,,"These are photos of a Madarasa, a religious class used by Islam to teach Islamic faith to young Muslim kids as a foundation. 
To understand the Holy Quran, one needs to learn the Arabic language which is the original text the Holy Quran is written with, thus kids at their younger age are taught to read and write Arabic while reciting verses of the Quran. Therefore, the chalkboards are used for teaching the children by the local Islam teachers who have advanced their understanding of the Holy Book and are also able to proficiently read and write in Arabic.The photos display the exterior and interior structure of the Madarasa. From the interior, the floor is covered with a mat that provides children with a great deal of comfort when sitting than chairs, which take up a large space with less space for kids to play during a short break.
Due to the unfavorable climate in the Kakuma region, the rooms consist of big windows that are positioned sideways to allow cool air to enter for easy ventilation of the rooms.
The exterior is a photo of two attached rooms built in a modern style with large windows for a conducive environment. One class is both a store and the teacher’s quarter where administration works are done while the other one is the class where learning takes place. 
The structure above was constructed in May 2013 and the significance of archiving it is bonded to its location, wherein, the seasonal river (lagga) is expected to wash it away in a couple of years or so if proper measures such as building gabions are not undertaken.",,,,Photography,Religion;Architecture,Address info is only for testing,Kenya;Turkana;Kakuma Camp 1,country;region;address,,,,,,,,2013-05,,,Shukri Mohamed Ibrahim,Creative Commons BY-NC-SA,,,,accessible to public,,Shukri Mohamed Ibrahim,,contributor,,,,,,,,
IF-RES-0071.2.0003,,Archiving the architecture of buildings and housing in Kakuma Refugee Camp and Kalobeyei settlement areas,Barren,,IF-RES-0071b0003.jpg,,,"The security concerns between Camp 1&2 have been catastrophic for a long period. The distance between the two camps is inhabitable mostly covered by a thick thorny forest. As a result, this building, nestled within the barren expanse of Kakuma Camp is a testament to the humanitarian efforts of the Lutheran World Federation (LWF). The LWF's initiative, dating back to 2005, has been essential in safeguarding not only the lives of the residents but also the security of vehicles and motorcycles navigating through the camp, thereby contributing significantly to the safety and security of the residents of Kakuma for a decade. Constructed from durable concrete bricks, the building stands as a testament to meticulous planning and engineering prowess. The choice of materials reflects a strategic response to the challenging climatic conditions prevalent in the region, including relentless winds and heavy rainfall. However, today no one understands why the roof of the building was taken off with no security activities for the last couple of years. Could it be that the security concern has capsized or the project ended?",,,,Photography,Architecture,Address info is only for testing,"Kenya;Turkana;Kakuma Camp 1, Barrens",country;region;address,,,,,,,,2005,,,Shukri Mohamed Ibrahim,Creative Commons BY-NC-SA,,,,accessible to public,,Shukri Mohamed Ibrahim,,contributor,,,,,,,,
IF-RES-00940001,,Documenting Street Art in Turkey (Test Project),Ankara Ayazi Ruhumu Kesiyor (Enriched),,IF-RES-00940001.jpg,,,"In the center, there's a view of Ankara with a man. Thoughts emerging from the man form the words 'Ankara Ayazi Ruhumu Kesiyor' (Ankara’s Cold Pierces My Soul) in the clouds. On the left, there are address signs, and on the right, a woman is depicted looking out of the window. ","Ortada bir adamın olduğu Ankara manzarası var. Adamdan çıkan düşünce bulutlarının içinde 'Ankara Ayazı Ruhumu Kesiyor' yazmakta. Solda adres tabelaları, sağda ise pencereden dışarı bakan bir kadın tasvir edilmiştir.",Turkish,English,Photography,Street Art;Mural,Please contact if you are or if you know the owner of the artwork.,"Turkey;Ankara;Meşrutiyet, Karanfil Sk., 06420 Çankaya/Ankara, Türkiye",country;city;address,"[39.920124257514544,32.8551125503376]",,,"Drawing, painting and crafting",,Photography,,2019,22/08/2020,,Orhun Ugur,Creative Commons BY-SA,TK Attribution (TK A);TK Culturally Sensitive (TK CS),BC Provenance (BC P);BC Open to Collaboration (BC CB),Low sensitive,accessible to public,,Atione;Ros,Orhun Ugur,photographer,,,,,,,,
IF-RES-00940002,,Documenting Street Art in Turkey (Test Project),Inancim geregi kapandim (Enriched),,IF-RES-00940002.jpg,,,"Stencil art, shows a character who covered up his face. In the text, it is written ""I cover my head because of my belief""","Şablon sanatı, yüzünü kapatan bir karakteri gösteriyor. Metinde ""İnancım gereği kapandim"" yazıyor.",Turkish,English,Photography,Identity;Street Art;Stencil,Please contact if you are or if you know the owner of the artwork.,"Turkey;Ankara;Koru, Doğan Taşdelen Blv., 06810 Çankaya/Ankara, Türkiye",country;city;address,"[39.882292,32.686324]",,,Conflict,,Photography,,,03/04/2021,,Orhun Ugur,Creative Commons BY-SA,TK Attribution (TK A);TK Culturally Sensitive (TK CS),BC Provenance (BC P);BC Open to Collaboration (BC CB),Moderately sensitive,accessible to public,,,Orhun Ugur,photographer,,,,,,,,
